ISIN,NAME
US44932HAF01,IBM CREDIT 18/21 FLR
USY3R559AF96,ICBCIL FIN.CO. 15/20 REGS
USY3R559AN21,ICBCIL FIN.CO. 16/21 REGS
USY3R559AK81,ICBCIL FIN.CO. 16/21 REGS
XS1590508153,ICBCIL FIN.CO. 17/22
XS1716970345,ICBCIL FIN.CO. 17/22
XS1810003332,ICBCIL FIN.CO. 18/21 FLR
XS1810003928,ICBCIL FIN.CO. 18/23 FLR
XS1958533470,ICBCIL F. C. 19/22 MTN
XS1382636493,ICDPS SUKUK 16/21 MTN
XS1274011102,ICICI BK(DB BR.) 15/20MTN
XS1576750951,ICICI BK(DB BR.) 17/22MTN
USY3860XAC75,ICICI BK(HK BR.) 10/20
XS1365520151,IDB TRUST SERV. 16/21
XS1325600994,IDBI BK (GIFT) 15/20 MTN
DE000A161VD0,IKB DT.IND.BK.MTN 15/21DL
US44987DAG16,ING BK NV 15/20 REGS
US44987DAM83,ING BK NV 16/21 MTN REGS
US44986NAA37,ING BK NV 12/22 MTN REGS
US44987DAH98,ING BK NV 15/20 FLR MTN
US44987CAG33,ING BK NV 2020 144A
USN4578BQA53,ING BK NV 11/21 REGS
XS0792911298,IOI INV.L BERHAD 12/22
US44985GAB77,MDGH - GMTN 2020 MTN 144A
US44985GAD34,MDGH - GMTN 2022 MTN 144A
XS0558268891,MDGH-GMTN 10/20 MTN REGS
XS0701035676,MDGH-GMTN 11/22 MTN REGS
USP5880CAB65,IRSA INVERS.REP.10/20REGS
US463588AA16,IRSA PROPI.COM. 2023 144A
USP5880UAB63,IRSA PROPI.COM.16/23 REGS
US465685AM76,ITC HOLDINGS 2022
US451102BJ59,ICAHN ENTERPR. 17/22
US453140AE55,IMPER.BRAND.FIN.2022 144A
US453140AD72,IMPER.BRAND.FIN.2020 144A
US453140AB17,IMPER.BRAND.FIN.2023 144A
USG4721VNT72,IMPER.BRAND.FIN.15/22REGS
USG4721VNS99,IMPER.BRAND.FIN.15/20REGS
USG4721VBL74,IMPER.BRAND.FIN.13/23REGS
USP56237AA16,INRETAIL PHAR.18/23 REGS
XS0654493823,INDIAN OIL CORP.11/21REGS
US454889AP14,INDIANA MICH.PWR 2023 J
USY39698AA65,INDIKA EN.CAP.II 17/22
USN44525AA67,INDO EN.FIN.II 13/23 REGS
US455780CC89,INDONESIA 17/23
USY20721BC22,INDONESIA 12/22 MTN REGS
USY20721BS73,INDONESIA 16/22 MTN REGS
USY20721AU39,INDONESIA 11/21 REGS
USY20721BD05,INDONESIA 13/23 MTN REGS
XS1432570700,ICBC DUBAI 16/21 MTN
XS1617154254,ICBC DUBAI 17/22 MTN FLR
XS1566970874,ICBC (HK) 17/22 MTN
XS1734577239,ICBC (LDN) 17/22 MTN FLR
XS1830985278,ICBC (LDN) 18/23 MTN FLR
XS1830984628,ICBC (LDN) 18/21 MTN FLR
XS1897342041,ICBC (LDN) 18/21 FLR MTN
XS0563742138,IND.+COM.BK 10/20 MTN
XS1635993097,IND.+COM.BK 17/22 FLR MTN
XS1692890343,ICBC (LUX) 17/20 FLR MTN
XS1691909177,ICBC (LUX) 17/22 MTN
XS1935187705,ICBC (LUX) 19/22 FLR MTN
US45580KAG31,ICBC (NY) 16/21 MTN
US45580KAF57,ICBC (NY) 16/21 MTN
XS1602480177,IND.COM.B CH(SG) 17/22FLR
XS1805611610,IND.COM.B CH(SG) 18/21FLR
XS1805611966,IND.COM.B CH(SG) 18/23FLR
XS1492428641,IND. BK (HK) 16/21 MTN
XS1761563508,IND. BK (HK) 18/23 MTN
XS1761555231,IND. BK (HK) 18/21 MTN
XS1898122301,IND. BK (HK) 18/21FLR MTN
US45604GAE98,INDL BK KOREA 2021 MTNFLR
US45604HAE71,INDL BK KOREA 18/21MTNFLR
USG47661AA43,INDUSTRIAL SEN.T. 12/22
US45687AAJ16,INGERSOLL-RD GL.HLDG14/23
US45687AAM45,INGERSOLL-RD GL.HLDG 2021
US457153AF18,INGRAM MICRO 12/22
US219023AF51,INGREDION 2020
US45822PAA30,INTEGRYS HOLDING 2020
US458140AJ91,INTEL CORP. 11/21
US458140BB56,INTEL CORP. 17/22
US458140BC30,INTEL CORP. 17/22 FLR
US458140AR18,INTEL CORP. 15/22
US458140AQ35,INTEL CORP. 15/20
US458140AM21,INTEL CORP. 12/22
US458140AW03,INTEL CORP. 16/21
USL5150GAC26,INTELSAT LUX. 18/23 REGS
US458204AP96,INTELSAT LUX. 13/21
US458204AQ79,INTELSAT LUX. 13/23
US45818WBM73,INTER-AMER.DEV.BK 16/21
US4581X0CS57,INTER-AMER.DEV.BK 16/21
US4581X0DM78,I.A.D.B 20/23 MTN
US45818WBP05,INTER-AMER.DEV.BK 17/22
US4581X0CZ90,INTER-AMER.DEV.BK 17/22
US4581X0CD88,INTER-AMER.DEV.BK 13/20
US4581X0CP19,INTER-AMER.DEV.BK 15/20
US45818WCM64,I.A.D.B 19/22 FLR MTN
US4581X0CN60,INTER-AMER.DEV.BK 15/22
US4581X0DE52,INT.-AMER.DEV.BK 18/21FLR
US45818WBH88,INTER-AMER.DEV.BK 15/20
US45818WBT27,INTER-AMER.DEV.BK 17/20
US45818WBE57,INTER-AMER.DEV.BK 15/20
US4581X0CV86,INTER-AMER.DEV.BK 16/21
US4581X0CA40,INTER-AMER.DEV.BK 13/20
US4581X0DB14,INTER-AMER.DEV.BK 18/21
US45818WCP95,I.A.D.B 19/22 FLR MTN
US4581X0DD79,INTER-AMER.DEV.BK 2022
US4581X0DA31,INTER-AMER.DEV.BK 18/23
US4581X0DH83,I.A.D.B 19/21
XS1892115111,INTER-AMER.INV.C. 18/21
US45866FAC86,INTERCONT.EXCHANGE 15/20
US459058FF56,WORLD BK 16/23
US459058DY63,WORLD BK 15/22
US459058DH31,WORLD BK 13/20
US459058EW98,WORLD BK 16/21
US459058FY46,WORLD BK 17/22
US459058GK33,WORLD BK 18/20
US45905U5U47,WORLD BK 20/23 MTN
US45905UUZ55,WORLD BK 16/21 FLR MTN
US459058DT78,WORLD BK 14/21
US459058GH04,WORLD BK 18/21
US459058FP39,WORLD BK 16/21
US459058GF48,WORLD BK 17/21
US45905UYY45,WORLD BK 16/20 FLR MTN
US459058CY72,WORLD BK 13/23
US459056LD78,WORLD BK 93/23
US459058FH13,WORLD BK 16/21
US459058GU15,WORLD BK 19/22
US459058ES86,WORLD BK 15/22
US459058GX53,WORLD BK 19/23
XS1076436218,INTERNAT.BA.O.AZ. 14/19
US459200JC60,INTL BUS. MACH. 15/22
US459200HX26,INTL BUS. MACH. 2021 FLR
US459200HG92,INTL BUS. MACH. 12/22
US459200JX08,IBM 19/22
US459200KD25,IBM 19/21 FLR
US45950KCM09,INTL FIN. CORP. 18/21 MTN
US45950KCJ79,INTL FIN.CO. 16/21
US45950VKY10,INTL FIN.CO.17/22 FLR MTN
US45950KCS78,INTERN.FIN. 20/23 MTN
US45950VKB17,INTL FIN.CO.16/21 FLR MTN
US45950VGS97,INTL FIN.CO.15/20 FLR MTN
US45950VLH77,INTL FIN. CORP.17/22 MTN
US45950KCG31,INTL FIN. CORP. 15/20 MTN
US459506AC52,INTL FLAV.+FRAG. 13/23
US459506AJ06,INTL FLAV.+FRAG. 18/20
USG4863AAB47,INTL GAME TECH.15/22 REGS
US459745GQ28,INTL LEASE FIN. 13/21
US459745GN96,INTL LEASE FIN. 12/22
US459745GF62,INTL LEASE FIN. 2020
US459745GK57,INTL LEASE FIN. 11/22
US460146CE11,INTL PAPER 09/21
XS0310283709,INTERPIPE  07/17
US461070AJ32,INTERSTATE PWR+LT 2020
US46115HBC07,INTESA SANPAOLO 2023 144A
US46115HAZ01,INTESA SANPAOLO 2022 144A
XS1683356874,INVENTIVE GL.INV. 17/20
USP58072AG71,INVERS. CMPC 13/23 REGS
US46132FAA84,INVESCO FIN. 12/22
XS1662407862,IRAK  17/23 REGS
USU46009AB95,IRON MOUNTAIN INC. 16/21
US451029AE22,ICELD 2022 144A
USX34650AA31,ICELD 12/22 REGS
US46507NAE04,ISRAEL ELEC.13/23 MTNREGS
US46513AGA25,ISRAEL 12/22
US46556KAA43,ITAU UNIBCO 20/23 MTN
US46556MAE21,ITAU UNIBCO HDG 11/21 MTN
US46556JAA79,ITAU UNIBCO 20/23 MTN
US46556MAF95,ITAU UNIBCO HDG 12/22 MTN
US46556MAB81,ITAU UNIBCO HDG 10/21 MTN
US46556MAH51,ITAU UNIB.H.KY 12/22 MTN
US46556MAJ18,ITAU UNIB.H.KY 12/23 MTN
US832696AH14,SMUCKER -J.M.- 15/22
US832696AB44,SMUCKER -J.M.- 2021
XS1689664073,JACCAR HLDGS. 17/21 FLR
USA9617TAA90,JBS INVS 13/23 REGS
US47215PAB22,JD.COM 16/21
XS1871087133,JGC VENTURES 18/21
US46625HJC51,JPMORGAN CHASE 2021
US46625HRT94,JPMORGAN CHASE 16/21
US46647PBB13,JPMORG.CHASE 19/23 FLR
US46625HQJ22,JPMORGAN CHASE 2021
US46625HNX43,JPMORGAN CHASE 15/20
US46625HRL68,JPMORGAN CHASE 16/23
US46647PAD87,JPMORGAN CHASE 17/23 FLR
US46625HQK94,JPMORGAN CHASE 16/21 FLR
US46647PAT30,JPMORGAN CHASE 18/22 FLR
US46647PAS56,JPMORGAN CHASE 18/22 FLR
US46625HJD35,JPMORGAN CHASE 2022
US46625HNY26,JPMORGAN CHASE 15/20 FLR
US46647PAE60,JPMORGAN CHASE 17/23 FLR
US46625HHZ64,JPMORGAN CHASE 2021
US46625HJE18,JPMORGAN CHASE 12/22
US46625HJJ05,JPMORGAN CHASE 13/23
US46625HHS22,JPMORGAN CHASE 10/20
US46625HRU67,JPMORGAN CHASE 16/21 FLR
US46625HHU77,JPMORGAN CHASE 2020
US46625HJH49,JPMORGAN CHASE 13/23
US48125LRK07,JPMORGAN CH.BK NA 2021FLR
XS1748457352,JPMORGAN CH.BK NA 2021 CV
XS1892855740,JPMORGAN CH.BK 18/21CV ZO
XS1849470999,JPMORGAN CH.BK NA 2020 CV
XS2038088527,JPM.CH.BK 19/22 CV ZO
US46627JAB08,HALYK SAV.BK.   2021 144A
XS0298931287,JSC HALYK BK 07/17 REGS
XS0583796973,HALYK SAV.BK.  11/21 REGS
XS0867478124,HALYK SAV.BK.  12/22 REGS
US46639UAA34,KAZMUNAYGAS 2023 MTN 144A
XS0925015074,KAZMUNAYGAS 13/23MTN REGS
US466313AG80,JABIL 2022
US466313AF08,JABIL 2020
US46849LTA97,JACKSON NATL LIFE 2021FLR
US46849MAL37,JACKSON NATL LIFE 16/21
US46849MAZ23,JACKSON NATL LIFE 2021
US47010BAA26,JAGUAR LAND R.A.13/23144A
USG50027AE42,JAGUAR LAND R.A.13/23REGS
US471048AS70,JAP BK INT 2021 DTC
US471048AY49,JAP BK INT 16/21
US471048BP23,JAP BK INT 17/22 DTC
US471048BD92,JAP BK INT 17/22 DTC
US471048BN74,JAP BK INT 17/20 DTC
US471048CH97,JAP.BK.INT. 20/23
US471048AW82,JAP BK INT 2021 DTC
US471048BR88,JAP BK INT 2021
US471048BL19,JAP BK INT 17/22
US471048CB28,JAP.BK.INT. 2019/22 DTC
US471048BJ62,JAP BK INT 17/20
US471068AM89,JFM 2023 MTN 144A
US471068AH94,JFM 2021 144A
US471068AK24,JFM 2022 MTN 144A
US471068AA42,JFM 11/21 DTC
US471068AL07,JFM 2020 MTN 144A
US471068AF39,JFM 2021 MTN 144A
US471068AE63,JFM 2022 MTN 144A
XS0568671555,JFM 11/21 INTL
XS1219588560,JFM 15/22 MTN REGS
XS1392936651,JFM 16/21 MTN REGS
XS1358935952,JFM 16/21 MTN REGS
XS1675400078,JFM 17/20 MTN REGS
XS1598110184,JFM 17/22 MTN REGS
XS1807173403,JFM 18/23 MTN REGS
XS1394760182,JAPAN TOBACCO 16/21 MTN
US472319AH57,JEFFERIES GROUP 2021
US472319AL69,JEFFERIES GROUP 13/23
XS1984146388,JIAYINTERN   19/22
XS1492597676,JINAN WC I.A.D. 16/21
XS1883563972,JINGRUI HDGS 19/20
US24422ETL38,DEERE -JOHN- CAP. 2022
US24422ETR08,DEERE -JOHN- CAP.17/20FLR
US24422EUG24,DEERE -JOHN- CAP. 2023FLR
US24422EUV90,JOHN DEERE C 19/21 MTN
US24422EVA45,JOHN DEERE C 19/22 MTN
US24422EUT45,JOHN DEERE C 19/22 MTN
US24422ESY67,DEERE -JOHN- CAP. 2020
US24422ETG43,DEERE -JOHN- CAP. 2023
US24422EUC10,DEERE -JOHN- CAP. 2021FLR
US24422ESL47,DEERE -JOHN- CAP. 2021
US24422ERM39,DEERE -JOHN- CAP.2022 MTN
US24422EUD92,DEERE -JOHN- CAP. 2021 G
US24422ETB55,DEERE -JOHN- CAP. 2020
US24422EVE66,JOHN DEERE C 20/23 MTN
US24422ERT81,DEERE -JOHN- CAP. 12/23
US24422ETF69,DEERE -JOHN- CAP. 2021
US24422ETZ24,DEERE -JOHN- CAP. 2021 G
US24422EUH07,DEERE -JOHN- CAP. 2023
US24422EUK36,DEERE -JOHN- CAP. 2021
US24422ERH44,DEERE -JOHN- CAP.2021 MTN
US24422EUA53,DEERE -JOHN- CAP. 2023 G
US24422EUQ06,JOHN DEERE C 19/22 MTN
US24422EUS61,JOHN DEERE C 19/22 FLRMTN
US24422EUZ05,JOHN DEERE C 19/22 FLRMTN
US24422ERE13,DEERE -JOHN- CAP.2021 MTN
US478160BN30,JOHNSON + JOHNSON 14/21
US478160BT00,JOHNSON + JOHNSON 16/23
US478160BS27,JOHNSON + JOHNSON 16/21
US478160AW48,JOHNSON + JOHNSON 2020
US478160AZ78,JOHNSON + JOHNSON 11/21
US478160CH52,JOHNSON + JOHNSON 17/20
US478366AX56,JOHNSON CONTROLS 11/21
US478366BA45,JOHNSON CONTROLS 11/21
US478375AF57,JOHNSON CONTR.INTL 16/21
US478375AE82,JOHNSON CONTR.INTL 16/21
US48019TAB08,JON.EN. HLD/FIN 14/22
US48019TAE47,JON.EN. HLD/FIN 16/23
US48666KAT60,KB HOME 2021
US48666KAR05,KB HOME 2022
US48666KAV17,KB HOME 2023
XS1599284111,KSA SUKUK 17/22 REGS
USY49915BA11,KT CORP. 17/22 REGS
XS1556169206,KWG GROUP HOLDINGS 17/22
XS1811206066,KWG GROUP HOLDINGS 18/21
XS1900228971,KWG GROUP HOLDINGS 18/20
USG52132BW96,KAISA GR.HLD 19/22 REGS
XS1627597286,KAISA GRP HLDG 17/21
XS1627597955,KAISA GRP HLDG 17/22
XS1627597013,KAISA GRP HLDG 17/20
US485170AV67,KANS.CIT.SO. 16/23
US485161AS22,KANSAS CTY SM 2023
XS0615236006,KATAR 11/22 REGS
XS1405781698,KATAR 16/21 REGS
XS1806502453,KATAR 18/23 REGS
US487836BD94,KELLOGG CO. 10/20
US487836BJ64,KELLOGG CO. 12/22
US487836BL11,KELLOGG CO. 13/23
US487836BV92,KELLOGG CO. 18/21
US489170AC47,KENNAMETAL INC. 12/22
US26138EAV11,KEURIG DR PEPPER 16/21
US26138EAR09,KEURIG DR PEPPER 12/22
US26138EAP43,KEURIG DR PEPPER 11/21
US49271VAE02,KEURIG DR P. 19/21
USU56495AC52,KEU.DR.PEPPER 18/23 REGS
USU56495AA96,KEU.DR.PEPPER 18/21 REGS
US49327M2W30,KEY BANK N.A. 2021
US49327M2U73,KEY BANK N.A. 2023
US49326EEF60,KEYCORP 2020 MTN
US49326EED13,KEYCORP 2021 MTN
USY47606AF80,KIA MOTORS 17/23 REGS
USY47606AD33,KIA MOTORS 16/21 REGS
US494368BJ17,KIMBERLY-CLARK 2023
US494368BH50,KIMBERLY-CLARK 2022
US494368BS16,KIMBERLY-CLARK 2020
US49446RAN98,KIMCO REALTY 15/22
US49446RAL33,KIMCO REALTY 14/21
US28370TAE91,KINDER M.E.PARTNERS 11/21
US494550BL94,KINDER M.E.PARTNERS 12/22
US494550BC95,KINDER M.E.PARTNERS 2021
US494550BE51,KINDER M.E.PARTNERS 2020
US494550BM77,KINDER M.E.PARTNERS 12/23
US494550BJ49,KINDER M.E.PARTNERS 2022
US494550BT21,KINDER M.E.PARTNERS 2021
US49456BAM37,KINDER MORGAN 17/23
USU4945QAA77,KINDER MORGAN 13/21 REGS
US496902AJ65,KINROSS GOLD 11/21
XS1733826181,KNIGHT CASTLE INV. 18/21
XS1379145656,KOC HLDG 16/23 REGS
US500255AS33,KOHL'S CORP. 12/23
US195325BN40,COLOMBIA 11/21
USP3772NHK11,COLOMBIA 13/23
XS1678457463,KOMATSU FIN.AM. 17/22
XS1678456226,KOMATSU FIN.AM. 17/20
XS1106496067,KOMMUNALBK 14/21 FLR REGS
XS1361290825,KOMMUNALBK 16/21 MTN REGS
XS1492600058,KOMMUNALBK 16/21 MTN REGS
XS1508672828,KOMMUNALBK 16/20 MTN REGS
XS1433450258,KOMMUNALBK 16/20 FLR REGS
XS1555312823,KOMMUNALBK 17/22 MTN REGS
XS1748257851,KOMMUNALBK 18/23 MTN REGS
XS1815279606,KOMMUNALBK 18/21 MTN REGS
XS1766461286,KOMMUNALBK 18/21 FLR REGS
XS1894691010,KOMMUNALBK 18/21 MTN REGS
XS1964612565,KOMMUNALBK 19/21 FLR REGS
XS1422951993,KOMMUNEKREDIT 16/21 MTN
XS1718495515,KOMMUNEKREDIT 17/22 MTN
XS1747148358,KOMMUNEKREDIT 18/21 MTN
XS1837054581,KOMMUNEKREDIT 18/21 MTN
XS1686881217,KOMMUN.SVER. 17/20 MTN
XS1823624926,KOMMUN.SVER. 18/21 MTN
XS1839511737,KOMMUN.SVER. 18/20 MTN
XS1915606047,KOMMUN.SVER. 18/22 MTN
XS1937715305,KOMMUNINVEST 19/22MTNREGS
XS2057985017,KOMMUNINVEST 19/22 MTN
XS2081157401,KOMMUNINVEST 19/23 MTN
US50050HAK23,KOOKMIN BANK 17/23 MTN
USY2350DAC03,KOOKMIN BANK 16/21 MTN
XS1624141435,KOOKMIN BANK 17/22FLR MTN
USY4836TBF76,KOREA EAST-WEST PWR 17/22
US50065TAC71,KOREA DEV. BANK 11/21
US50066CAA71,KOREA GAS 10/20 REGS
US50066CAM10,KOREA GAS 17/22 REGS MTN
US50066CAK53,KOREA GAS 16/21 REGS MTN
USY4841LGS44,KOREA HOUS.FIN.17/22 REGS
XS1917957687,KOR.MIDL.PWR 19/22 MTN
US50066RAF38,KOREA NAT. OIL 17/22 REGS
US50066RAC07,KOREA NAT. OIL 16/21 REGS
US50066RAA41,KOREA NAT. OIL 16/21 REGS
US50066KAB70,KOREA RESOURCES 17/22 MTN
XS1805377246,KOREA RESOURCES 18/23
USY4949FAE52,KOREA SOUTHERN PWR 18/21
XS1831006298,KOREA WESTN PWR 18/23 MTN
XS1763164206,KOREAN AIR LINES 18/21
US423074AM58,KRAFT HEINZ FOODS    2021
US423074AP89,KRAFT HEINZ FOODS   12/22
US50077LAS51,KRAFT HEINZ F. 18/23
US500769HQ03,KRED.F.WIED.V.17/2020 DL
US500769EQ30,K.F.W.ANL.V.11/2021 DL
US500769GZ11,K.F.W.ANL.V.16/2021 DL
US500769HV97,KRED.F.WIED.V.18/2020 DL
US500769FW98,K.F.W.ANL.V.13/2020 DL
US500769JE54,KRED.F.WIED.V.20/2023 DL
US500769DZ48,K.F.W.ANL.V.10/2020 DL
US500769FH22,K.F.W.ANL.V.12/2022 DL
US500769FK50,K.F.W.ANL.V.13/2023 DL
US500769GR94,K.F.W.ANL.V.15/2020 DL
US500769GU24,K.F.W.ANL.V.15/2020 DL
US500769GX62,K.F.W.ANL.V.16/2021 DL
US500769HR85,KRED.F.WIED.V.18/2022 DL
US500769HU15,KRED.F.WIED.V.18/2021 DL
US500769HP20,KRED.F.WIED.V.17/2022 DL
US500769HZ02,KRED.F.WIED.V.19/2022 DL
US500769JB16,KRED.F.WIED.V.19/2022 DL
US500769HD99,K.F.W.ANL.V.16/2021 DL
US500769HW70,KRED.F.WIED.V.18/2021 DL
US500769JA33,KRED.F.WIED.V.19/2021 DL
US500769EX80,K.F.W.ANL.V.12/2022 DL
XS1814900806,KRED.F.WIED.18/22 MTN
XS2122502284,KRED.F.WIED.20/21 MTN DL
XS2075859046,KRED.F.WIED.19/21 MTN DL
US226775AD66,KROATIEN 2021 144A
XS0525827845,KROATIEN 10/20 REGS
XS0607904264,KROATIEN 11/21 REGS
XS0908769887,KROATIEN 13/23 REGS
XS1803070520,KUNZHI 18/20
XS0526235535,KUWAIT PROJ.(CY) 10/20
XS1379107219,KUWAIT PROJ.CO. SPC 16/23
US501499AC19,"KUWAIT, STATE OF 2022"
XS1582346703,"KUWEIT, STATE OF 17/22"
US532716AT46,L BRANDS 2021
US532716AU19,L BRANDS 12/22
US502413BA45,L3 TECHS 2021
US502413BF32,L3 TECHS 18/23
XS0841191991,LS FINANCE 2022 12/22
USU5464JAB99,LSB IND. 18/23REGS
XS1412748136,LTC GB 16/21
US50540RAL69,LAB. CORP. OF AMER. 2022
US50540RAP73,LAB. CORP. OF AMER. 2022
US50540RAJ14,LAB. CORP. OF AMER. 2020
US512807AR99,LAM RESEARCH 16/21
DE000LB01WU0,LBBW DL-STUFENZINS 15/20
DE000LB00MG2,LBBW DL-STUFENZINS 15/22
DE000LB00MP3,LBBW DL-STUFENZINS 15/22
DE000LB01Y62,LBBW DL-STUFENZINS 15/20
DE000LB00CU4,LBBW DL-STUFENZINS 14/21
DE000LB06CR7,LBBW DL-STUFENZINS 15/20
DE000LB06DD5,LBBW DL-STUFENZINS 15/20
DE000LB00B60,LBBW DL-STUFENZINS 14/21
DE000LB122K6,LBBW DL-STUFENZINS 18/20
DE000LB123S7,LBBW DL-STUFENZINS 19/21
DE000LB129M7,LBBW DL-STUFENZINS 19/22
DE000LB0XZ51,LBBW DL-STUFENZINS 14/20
DE000LB122L4,LBBW DL-STUFENZINS 18/21
DE000LB129F1,LBBW DL-STUFENZINS 19/21
DE000LB13E70,LBBW DL-STUFENZINS 19/21
DE000LB0YJG1,LBBW DL-STUFENZINS 14/21
DE000LB117B5,LBBW DL-STUFENZINS 18/20
DE000LB127Q2,LBBW DL-STUFENZINS 19/21
DE000LB13CC5,LBBW DL-STUFENZINS 19/21
DE000LB13DB5,LBBW DL-STUFENZINS 19/21
DE000LB119B1,LBBW DL-STUFENZINS 19/21
DE000LB13AU1,LBBW DL-STUFENZINS 19/21
DE000LB13EQ1,LBBW DL-STUFENZINS 19/21
DE000LB1DXM2,LBBW DL-STUFENZINS 17/20
DE000LB1P5Q6,LBBW DL-STUFENZINS 18/21
DE000LB1M206,LBBW DL-GM-FLOATER 18/21
DE000LB1P225,LBBW DL-STUFENZINS 18/21
DE000LB1P5M5,LBBW DL-STUFENZINS 18/21
DE000LB1DYU3,LBBW DL-GM-FLOATER 17/21
DE000LB1P8T4,LBBW DL-STUFENZINS 18/21
DE000LB1D0A5,LBBW DL-GM-FLOATER 17/21
DE000LB1D1J4,LBBW DL-STUFENZINS 17/21
DE000LB1P3P3,LBBW DL-GM-FLOATER 18/21
DE000LB1P9Z9,LBBW DL-STUFENZINS 18/20
DE000LB13K07,LBBW DL-STUFENZINS 20/22
DE000LB13M54,LBBW DL-STUFENZINS 20/22
DE000LB1DTL2,LBBW DL-GM-FLOATER 17/21
DE000LB13FE4,LBBW DL-STUFENZINS 19/21
DE000LB1DSW1,LBBW DL-GM-FLOATER 17/21
DE000LB1M1W6,LBBW DL-STUFENZINS 18/21
DE000LB1P076,LBBW DL-STUFENZINS 18/21
DE000LB1P1Z6,LBBW DL-STUFENZINS 18/21
DE000LB1P8S6,LBBW DL-STUFENZINS 18/20
DE000LB118W9,LBBW DL-STUFENZINS 19/21
DE000LB13GB8,LBBW DL-STUFENZINS 20/22
DE000LB13JC0,LBBW DL-STUFENZINS 20/22
DE000LB1M0Y4,LBBW DL-STUFENZINS 17/20
DE000LB1P0A1,LBBW DL-STUFENZINS 18/21
DE000LB1P5N3,LBBW DL-STUFENZINS 18/22
DE000LB1P7Y6,LBBW DL-STUFENZINS 18/21
DE000LB1QA74,LBBW DL-GM-FLOATER 18/21
DE000LB1QB16,LBBW DL-STUFENZINS 18/20
DE000LB1QDA1,LBBW DL-STUFENZINS 18/20
DE000LB1QB99,LBBW DL-GM-FLOATER 18/21
DE000LB1QCC9,LBBW DL-STUFENZINS 18/21
DE000LB1QD71,LBBW DL-STUFENZINS 18/21
DE000LB1QEF8,LBBW DL-STUFENZINS 18/21
DE000LB0Z0L7,LBBW DL-STUFENZINS 14/21
DE000LB118L2,LBBW DL-STUFENZINS 19/21
DE000LB13CY9,LBBW DL-STUFENZINS 19/21
DE000LB13EG2,LBBW DL-STUFENZINS 19/21
DE000LB125R4,LBBW DL-STUFENZINS 19/21
DE000LB13CF8,LBBW DL-STUFENZINS 19/21
DE000LB1M107,LBBW DL-GM-FLOATER 17/21
DE000LB1DP07,LBBW DL-STUFENZINS 16/20
DE000LB1DY71,LBBW DL-STUFENZINS 17/22
DE000LB1DZ96,LBBW DL-GM-FLOATER 17/21
DE000LB1P6Z5,LBBW DL-GM-FLOATER 18/21
DE000LB1P7X8,LBBW DL-STUFENZINS 18/20
DE000LB1QCB1,LBBW DL-STUFENZINS 18/20
DE000LB1P860,LBBW DL-GM-FLOATER 18/21
DE000LB1P5S2,LBBW DL-GM-FLOATER 18/21
DE000LB2CJ96,LBBW  MTN.HYP.19/22
DE000LB1P2J8,LBBW DL-GM-FLOATER 18/21
DE000LB1P5E2,LBBW DL-GM-FLOATER 18/21
DE000LB1B2D7,LBBW DL-STUFENZINS 16/20
DE000LB1P1D3,LBBW DL-GM-FLOATER 18/21
DE000LB13KE4,LBBW DL-STUFENZINS 20/22
DE000LB1P9A2,LBBW DL-GM-FLOATER 18/21
DE000LB1QB24,LBBW DL-STUFENZINS 18/21
DE000LB1QA09,LBBW DL-STUFENZINS 18/21
DE000LB1QDB9,LBBW DL-STUFENZINS 18/21
DE000LB1QEE1,LBBW DL-STUFENZINS 18/20
US514886AC47,LBBW         93/23DL
DE000HLB3357,LB.HESS.THR.CARRARA08A/19
DE000HLB3258,LB.HESS.THR.CARRARA07A/19
DE000HLB3XJ2,LB.HESS.THR.CARRARA01A/19
DE000HLB11Q8,LB.HESS.THR.CARRARA02A/15
DE000HLB1J53,LB.HESS.THR.CARRARA09A/14
DE000HLB3Z28,LB.HESS.THR.CARRARA03B/19
DE000HLB37B5,LB.HESS.THR.CARRARA11A/19
DE000HLB3811,LB.HESS.THR.CARRARA01A/20
DE000HLB5E96,LB.HESS.THR.CARRARA07A/17
DE000HLB2S44,LB.HESS.THR.CARRARA04A/20
DE000HLB2SR7,LB.HESS.THR.CARRARA03A/20
DE000HLB32R2,LB.HESS.THR.CARRARA06A/19
XS1453477181,LDKRBK.BAD.W.MTN 16/21DL
XS1690132847,LDKRBK.BAD R.5583 DL
XS1789451652,LDKRBK.BAD R.5587 DL
XS1947639305,LDKRBK.BAD.W.MTN 19/22DL
XS1961019426,LDKRBK.BAD R.5595 DL
XS1982196815,LDKRBK.BAD.W.MTN 19/21DL
US515110BS27,LANDWIRT.R.BK DL 16/21
US51511CAK45,LANDW.R.BK14/22DL MTN144A
US515110BL73,LANDWIRT.R.BK DL 14/21
XS1151620637,LANDW.R.BK14/22DL MTNREGS
XS1047849093,LANDW.R.BK14/21DL MTN
XS1190529989,LANDW.R.BK15/20DL MTN
XS1218982251,LANDW.R.BK15/23DL MTN
XS1365271342,LANDW.R.BK16/21DL MTNREGS
XS1425202576,LANDW.R.BK16/21DL MTNREGS
XS0878083517,LEADING AFFL. 13/23 MTN
XS1839758205,LEG.FORT. 18/21 FLR REGS
US78390XAA90,LEIDOS HOLDINGS 11/20
US526057BX14,LENNAR 2021
US526057BN32,LENNAR 13/22
USU52556AP94,LENNAR 17/20 REGS
