,ISIN,NAME
1351,FR0012969020,Sanofi S.A. EO-Medium-Term Nts 2015(15/21)
1352,XS0452868788,Deutsche Bahn Finance GmbH EO-Med.-Term Notes 2009(21)
1353,XS1113441080,THALES S.A. EO-Notes 2014(14/21)
1354,US82481LAB53,Shire Acquisitions Inv.IE DAC DL-Notes 2016(16/21)
1355,XS1490622971,Foxconn (Far East) Ltd. DL-Medium-Term Nts 2016(21)
1356,XS2054626358,GlaxoSmithKline Cap. PLC EO-FLR Med.-Term Nts 2019(21)
1357,XS2054626515,GlaxoSmithKline Cap. PLC EO-Med.-Term Nts 2019(19/21)
1358,CH0222760826,Schwyzer Kantonalbank SF-Anl. 2013(21)
1359,FR0012173706,LVMH Mo&#235;t Henn. L. Vuitton SE EO-Med.Term Notes 2014(14/21)
1360,CH0254859116,Credit Suisse AG (Ldn Br.) SF-Medium-Term Nts 2014(21)
1361,US37247DAP15,Genworth Financial Inc. DL-Notes 2011(11/21)
1362,USU74078CB75,Nestl&#233; Holdings Inc. DL-Notes 2018(18/21) Reg.S
1363,USU9273ACT08,Volkswagen Grp America Fin.LLC DL-Notes 2019(19/21) Reg.S
1364,CH0495570944,Bk of the Philippine Islands SF-Medium-Term Notes 2019(21)
1365,USU9273ACS25,Volkswagen Grp America Fin.LLC DL-FLR Notes 2019(19/21) Reg.S
1366,US37045XAQ97,General Motors Financial Co. DL-Notes 2014(14/21)
1367,XS1843459865,Intl Flavors &amp; Fragrances Inc. EO-Notes 2018(18/21)
1368,CH0026791225,Citigroup Inc. SF-Medium-Term Notes 2006(21)
1369,XS1114452060,CNH Industrial Finance Euro.SA EO-Medium-Term Notes 2014(21)
1370,USF0183JHN49,Air Liquide Finance DL-Notes 2016(16/21) Reg.S
1371,XS1689534029,Nordea Bank Abp EO-FLR Med.-Term Nts 2017(21)
1372,XS1884702207,NatWest Markets PLC EO-FLR Med.-Term Nts 2018(21)
1373,XS1884795375,SPAREBANK 1 &#216;STLANDET EO-FLR Med.-Term Nts 2018(21)
1374,XS1881591504,Nidec Corp. EO-Bonds 2018(21)
1375,XS1885605391,F&#233;d&#233;rat.caisses Desjard Qu&#233;bec EO-Medium-Term Notes 2018(21)
1376,XS0900863084,Provident Financial PLC LS-Medium-Term Nts 2013(21)
1377,XS1040506112,BP Capital Markets PLC EO-Medium-Term Notes 2014(21)
1378,XS1691466756,Bank of Montreal EO-FLR Med.-Term Nts 2017(21)
1379,USU75000BA36,Roche Holdings Inc. DL-Notes 2014(14/21) Reg.S
1380,USG8200TAG51,Sinopec Grp Over.Dev.2016 Ltd. DL-Notes 2016(16/21) Reg.S
1381,BE6265141083,Anheuser-Busch InBev S.A./N.V. EO-Medium-Term Nts 2014(14/21)
1382,XS1115524016,Morgan Stanley AD-Medium-Term Nts 2014(21)
1383,FR0012199008,Kering S.A. EO-Medium-Term Notes 2014(21)
1384,DE000A13SH30,PCC SE Inh.-Teilschuldv. v.14(15/21)
1385,US06051GGS21,Bank of America Corp. DL-FLR Med.-T.Nts 2017(17/21)
1386,US06051GGU76,Bank of America Corp. DL-FLR Med.-T.Nts 2017(20/21)
1387,US458140AJ91,Intel Corp. DL-Notes 2011(11/21)
1388,US14912L7D71,Caterpillar Fin.Services Corp. DL-Med.-T. Nts 17(17/21)
1389,US20030NCW92,Comcast Corp. DL-FLR Notes 2018(21)
1390,XS0677389347,Kon. KPN N.V. EO-Medium-Term Notes 2011(21)
1391,XS0976223452,Origin Energy Finance Ltd. EO-Notes 2013(21) Reg.S
1392,XS1498418224,Fantasia Holdings Group Co.Ltd DL-Notes 2016(16/21)
1393,XS1690133811,Santander Consumer Finance SA EO-Medium-Term Nts 2017(21)
1394,XS1692378323,Hoist Finance AB EO-Medium-Term Nts 2017(17/21)
1395,XS1500337644,Soci&#233;t&#233; G&#233;n&#233;rale S.A. EO-Medium-Term Notes 2016(21)
1396,XS1499773098,HNA Group (International) Co. DL-Medium-Term Notes 2016(21)
1397,XS1498408936,Abu Dhabi Commercial Bank DL-Medium-Term Nts 2016(21)
1398,US42824CBB46,Hewlett Packard Enterprise Co. DL-FLR Notes 2018(19/21)
1399,US42824CBC29,Hewlett Packard Enterprise Co. DL-Notes 2018(18/21)
1400,XS1390320981,Turkiye Is Bankasi A.S. DL-Med.-T.Notes 2016(21) Reg.S
1401,US713448DL91,PepsiCo Inc. DL-Notes 2016(16/21)
1402,US00138EAB02,AIG Global Funding DL-Med.-Term Nts 2016(21)Reg.S
1403,US713448DM74,PepsiCo Inc. DL-FLR Notes 2016(21)
1404,XS0975256685,Repsol Intl Finance B.V. EO-Medium-Term Notes 2013(21)
1405,XS0976892611,Rentokil Initial PLC EO-Med.-Term Notes 2013(13/21)
1406,XS1118029633,Wesfarmers Ltd. EO-Medium-Term Notes 2014(21)
1407,XS1377763161,Covestro AG Medium Term Notes v.16(16/21)
1408,XS1501363425,LANXESS AG Medium-Term Nts 2016(16/21)
1409,US89236TGJ88,Toyota Motor Credit Corp. DL-Medium-Term Nts 2019(21)
1410,US89236TGK51,Toyota Motor Credit Corp. DL-FLR Med.-Term Nts 2019(21)
1411,DE000A1HRVD5,Vonovia Finance B.V. EO-Medium-Term Nts 2013(13/21)
1412,XS1114155283,adidas AG Anleihe v.2014(21/21)
1413,USU07264AF85,Bayer US Finance LLC DL-Notes 2014(14/21) Reg.S
1414,XS1093755194,Seven Energy Finance Ltd. DL-Notes 2014(14/21) Reg.S
1415,XS1502438820,Co&#246;peratieve Rabobank U.A. EO-Medium-Term Notes 2016(21)
1416,XS0690406243,OMV AG EO-Medium-Term Notes 2011(21)
1417,US345397ZG11,Ford Motor Credit Co. LLC DL-FLR Notes 2018(21)
1418,US345397ZH93,Ford Motor Credit Co. LLC DL-Notes 2018(21)
1419,XS0690606172,"Nederlandse Gasunie, N.V. EO-Medium-Term Notes 2011(21)"
1420,XS1095588932,Co&#246;peratieve Rabobank U.A. AD-Medium-Term Notes 2014(21)
1421,AT0000A19S18,voestalpine AG EO-Medium-Term Notes 2014(21)
1422,XS1216647716,VOLKSW. FINANCIAL SERVICES AG Med.Term Notes v.15(21)
1423,XS1500377517,Hellenic Petroleum Finance PLC EO-Notes 2016(21)
1424,US251541AQ13,Deutsche Bank AG DL-Med.-Term.Nts v.2017(2021)
1425,US251526BX61,Deutsche Bank AG DL-Notes v.2018(2021)
1426,XS2045761140,Helenbergh China Holdings Ltd. DL-Notes 2019(19/21)
1427,FR0011344076,Air Liquide Finance EO-Medium-Term Notes 2012(21)
1428,XS1028941976,Merck &amp; Co. Inc. EO-Notes 2014(14/21)
1429,US571903AM51,Marriott International Inc. DL-Notes 2014(14/21) Ser.N
1430,XS1492665770,Hertz Holdings Netherlands EO-Notes 2016(16/21) Reg.S
1431,USQ94606AG79,Virgin Australia Hldgs Ltd. DL-Notes 2016(21) Reg.S
1432,DE0001343101,Deutsche Bank AG LI-Zero Bonds 1996(21)
1433,CH0383104376,Coop.del Pers.Univ.Chile Ltda SF-Medium-Term Notes 2017(21)
1434,US36962G5J92,General Electric Co. DL-Medium-Term Notes 2011(21)
1435,XS1032978345,"Goldman Sachs Group Inc., The EO-Medium-Term Notes 2014(21)F"
1436,DE000A2BPUC4,FCR Immobilien AG Anleihe v. 2016(2021)
1437,XS1894121695,Luminor Bank AS EO-Medium-Term Notes 2018(21)
1438,XS1111730872,BNP Paribas S.A. RC-Medium-Term Nts 2014(21)
1439,XS0458257796,CEZ AS EO-Medium-Term Notes 2009(21)
1440,US86562MAJ99,Sumitomo Mitsui Financ. Group DL-FLR Notes 2016(21)
1441,US86562MAH34,Sumitomo Mitsui Financ. Group DL-Notes 2016(21)
1442,XS1506648887,Access Bank PLC DL-Med.-Term Nts 2016(21)Reg.S
1443,XS0693812355,Svenska Handelsbanken AB EO-Medium-Term Nts 2011(21)
1444,XS1506604088,State Elite Global Ltd. DL-Medium-Term Notes 2016(21)
1445,XS1002933072,HEIDELBERGCEMENT FINANCE LUX SA 3.25% GTD SNR 21/10/21 EUR
1446,XS1896661870,Diageo Finance PLC EO-Med.-Term Notes 2018(21/21)
1447,US205887BZ43,ConAgra Brands Inc. DL-Notes 2018(18/21)
1448,XS1886120168,Dongfeng Motor(HK)Intl Co.Ltd. EO-Bonds 2018(18/21)
1449,US50066RAC07,Korea National Oil Corp. DL-Med.-Term Nts 2016(21)Reg.S
1450,XS0695263730,BNG Bank N.V. EO-Medium-Term Notes 2011(21)
1451,XS1504103984,TUI AG Anleihe v.16(16/21) Reg.S
1452,XS0271758301,Holding d&#39;Infrastr. de Transp. EO-Notes 2006(21)
1453,XS1128148845,Citigroup Inc. EO-Medium-Term Notes 2014(21)
1454,XS1508914691,Turkiye Vakiflar Bankasi T.A.O DL-Med.-Term Nts 2016(21)Reg.S
1455,DE000A13R8M3,METRO AG Med.-Term Nts.v.2014(2021)
1456,USN6000LAC92,Mondelez Intl Hldgs Nether. BV DL-Notes 2016(16/21) Reg.S
1457,XS1130067140,Wells Fargo &amp; Co. EO-Medium-Term Notes 2014(21)
1458,XS1130507053,Grand City Properties S.A. EO-Bonds 2014(14/21) Ser.D
1459,DE000BHY0A07,Berlin Hyp AG Inh.-Schv.Em.104 v.14(21)
1460,USU2339CCJ54,Daimler Finance North Amer.LLC DL-Notes 2016(16/21) Reg.S
1461,XS1557095459,Deutsche Telekom Intl Fin.B.V. EO-Medium-Term Notes 2017(21)
1462,XS1132402709,Hutchison Whampoa Fin.(14)Ltd. EO-Notes 2014(21)
1463,US05565QBU13,BP Capital Markets PLC DL-Notes 2011(21)
1464,US438516BM77,Honeywell International Inc. DL-Notes 2016(16/21)
1465,XS1513765922,Codere Fin.2 (Luxembourg) S.A. EO-Notes 2016(16/21) Reg.S
1466,US15189TAT43,CenterPoint Energy Inc. DL-Notes 2018(18/21)
1467,XS0458749826,Naturgy Capital Markets S.A. EO-Medium-Term Notes 2009(21)
1468,XS1050454682,Syngenta Finance N.V. EO-Medium-Term Nts 2014(14/21)
1469,XS0846486040,London Stock Exchange GroupPLC LS-Medium-Term Notes 2012(21)
1470,USF12033TM29,Danone S.A. DL-Notes 2016(16/21) Reg.S
1471,CH0341440300,Deutsche Pfandbriefbank AG SF-MTN R.35263 v.16(21)
1472,CH0385518052,FF Group Fin. Luxembourg II SA SF-Anl. 2017(21)
1473,XS0273570241,GE Capital European Funding EO-Medium-Term Notes 2006(21)
1474,US742718EQ89,"Procter &amp; Gamble Co., The DL-Notes 2016(16/21)"
1475,XS0034394709,British Transco Int.Fin. B.V. DL-Zero-Bonds 1991(21)
1476,XS0989148209,"Procter &amp; Gamble Co., The EO-Bonds 2013(13/21)"
1477,XS1123401579,Otto (GmbH &amp; Co KG) FLR-MTN v.2014(21/21)
1478,XS1673620016,UBS AG (London Branch) EO-Med.-Term Notes 2017(21/21)
1479,US025816BY42,American Express Co. DL-Notes 2018(21/21)
1480,US025816BZ17,American Express Co. DL-FLR Notes 2018(21/21)
1481,USU2339CDL91,Daimler Finance North Amer.LLC DL-FLR Notes 2018(21) Reg.S
1482,USU2339CDK19,Daimler Finance North Amer.LLC DL-Notes 2018(18/21) Reg.S
1483,US37045XCN49,General Motors Financial Co. DL-FLR Notes 2018(21)
1484,US37045XCP96,General Motors Financial Co. DL-Notes 2018(18/21)
1485,USP3063DAA02,Comp.General d.Combustibles SA DL-Notes 2016(16/21) Reg.S
1486,BE6228266902,Fluvius System Operator CVBA EO-Medium-Term Notes 2011(21)
1487,XS1132789949,Nestl&#233; Finance Intl Ltd. EO-Medium-Term Notes 2014(21)
1488,DE000LB1DUT3,Landesbank Baden-W&#252;rttemberg Inh.-Schuldv. 17(21)
1489,US075887BA64,"Becton, Dickinson &amp; Co. DL-Notes 2011(11/21)"
1490,XS0704178556,B.A.T. Intl Finance PLC EO-Medium-Term Notes 2011(21)
1491,XS1134758116,Novartis Finance S.A. EO-Notes 2014(14/21)
1492,FR0013218138,Capgemini SE EO-Notes 2016(16/21)
1493,XS1517181167,Lloyds Banking Group PLC EO-Medium-Term Notes 2016(21)
1494,XS1706111876,Morgan Stanley EO-FLR Med.-T. Nts 2017(20/21)
1495,US85771PAV40,Equinor ASA DL-Notes 2014(14/21)
1496,FR0013218153,RCI Banque S.A. EO-Med.-Term Notes 2016(16/21)
1497,US88166JAA16,Teva Pharmaceutical Fin.IV BV DL-Notes 2011(11/21)
1498,US88165FAF99,Teva Pharmaceutical Fin.Co. BV DL-Notes 2011(11/21) Ser.2
1499,XS1516324321,DME Airport DAC DL-LPN 2016(21) Hacienda Inv.
1500,XS1513744091,T&#252;rkiye Garanti Bankasi A.S. TN-Medium-Term Notes 2016(21)
1501,USU9273ACE39,Volkswagen Grp America Fin.LLC DL-Notes 2018(18/21) Reg.S
1502,USU9273ACF04,Volkswagen Grp America Fin.LLC DL-FLR Notes 2018(21) Reg.S
1503,XS2078405722,Colgate-Palmolive Co. EO-Med.-Term Nts.  2019(19/21)
1504,US00287YBE86,AbbVie Inc. DL-Notes 2018(18/21)
1505,XS0982713686,3M Co. EO-Bonds 2013(13/21)
1506,FR0011625409,Danone S.A. EO-Med.-Term Notes 2013(13/21)
1507,USC98874AH09,Glencore Finance (Canada) Ltd. DL-Notes 2011(11/21) Reg.S
1508,US292505AJ36,Ovintiv Canada ULC DL-Notes 2011(11/21)
1509,US38145GAF72,"Goldman Sachs Group Inc., The DL-FLR Notes 2016(20/21)"
1510,US38145GAG55,"Goldman Sachs Group Inc., The DL-Notes 2016(16/21)"
1511,CH0337645516,Investis Holding S.A. SF-Anleihe 2016(21)
1512,US26138EAV11,Keurig Dr Pepper Inc. DL-Notes 2016(17/21)
1513,US19416QDY35,Colgate-Palmolive Co. DL-Medium-T. Notes 2011(11/21)
1514,XS1716989287,Nederlandse Waterschapsbank NV DL-Med.-Term Nts 17(21) Reg.S
1515,US406216AZ40,Halliburton Co. DL-Notes 2011(11/21)
1516,US96950FAH73,"Williams Companies Inc., The DL-Notes 2011(11/21)"
1517,US21036PBA57,Constellation Brands Inc. DL-FLR Notes 2018(19/21)
1518,US80283LAV53,Santander UK PLC DL-Notes 2018(21)
1519,XS0465576030,Telia Company AB EO-Medium-Term Notes 2009(21)
1520,XS1717567587,Coca-Cola European Partn. PLC EO-FLR Notes 2017(21)
1521,USP7807HAP03,Petr&#243;leos de Venezuela S.A. DL-Notes 2011(11/19-21) Reg.S
1522,XS1322048619,Amadeus Capital Markets S.A.U. EO-Med.-Term Nts 2015(21/21)
1523,US61746BED47,Morgan Stanley DL-Notes 2016(21)
1524,XS1614247812,BMW Internat. Investment B.V. LS-Medium-Term Notes 2017(21)
1525,XS1857073180,Bank of Montreal EO-Medium-Term Notes 2018(21)
1526,XS0466670345,Investor AB EO-Medium-Term Notes 2009(21)
1527,XS1139080250,BNP Paribas S.A. AD-Medium-Term Notes 2014(21)
1528,XS0994990280,Total Capital Intl S.A. EO-Medium-Term Notes 2013(21)
1529,XS1139091372,Lloyds Bank PLC EO-Medium-Term Notes 2014(21)
1530,XS1720552659,hsh portfoliomanagement A&#246;R DL-FLR-IHS v.2017(2021)
1531,USU0029QAL06,AbbVie Inc. DL-Notes 2019(19/21) Reg.S
1532,USU0029QAM88,AbbVie Inc. DL-FLR Nts 2019(21) Reg.S
1533,XS1898122301,Industrial Bank Co. Ltd. (HK) DL-FLR Med.-Term Nts 2018(21)
1534,XS1898123374,Industrial Bank Co. Ltd. (HK) EO-FLR Med.-Term Nts 2018(21)
1535,XS1910150702,Bank of China Ltd. (Mac.Br.) DL-FLR Med.-Term Nts 2018(21)
1536,US57636QAF19,Mastercard Inc. DL-Notes 2016(16/21)
1537,XS1720985255,Adecco Intl Fin. Serv. B.V. DL-Medium-T.Notes 2017(17/21)
1538,US055451AL29,BHP Billiton Fin. (USA) Ltd. DL-Notes 2011(21)
1539,XS1900974558,Sichuan Comm.Overs.Dev.Co.Ltd. DL-Notes 2018(21)
1540,XS1515239942,Huarong Finance Co. II Ltd. DL-Medium-Term Notes 2016(21)
1541,XS1521058518,American Express Credit Corp. EO-Notes 2016(16/21)
1542,XS1574681620,Vodafone Group PLC EO-Med.-Term Notes 2017(21)
1543,US71568QAA58,PT Perusahaan Listrik Negara DL-Med.-Term Nts 2011(21)Reg.S
1544,US05252BCR87,Australia &amp; N. Z. Bkg Grp Ltd. DL-FLR Med.-T.Nts 16(21) Reg.S
1545,DE000BLB4TG0,Bayerische Landesbank Inh.-Schv. v.16(21)
1546,USP31442AA77,Corporaci&#243;n Lindley S.A. DL-Notes 2011(11/20-21) Reg.S
1547,DE000A1ZSAF4,JAB Holdings B.V. EO-Bonds 2014(21)
1548,FR0013331188,Iliad S.A. EO-Obl. 2018(18/21)
1549,AU3CB0225662,Total Capital Intl S.A. AD-Medium-Term Notes 2014(21)
1550,XS1143974159,mFinance France S.A. EO-Medium-Term Notes 2014(21)
1551,FR0012346856,Soci&#233;t&#233; Fonci&#232;re Lyonnaise SA EO-Obl. 2014(14/21)
1552,XS0697198561,Co&#246;peratieve Rabobank U.A. RC-Medium-Term Notes 2011(21)
1553,XS1914936726,ING Bank N.V. EO-FLR Med.-Term Nts 2018(21)
1554,US01609WAP77,Alibaba Group Holding Ltd. DL-Notes 2015(15/21)
1555,CH0326371413,FCA Capital Suisse S.A. SF-Anl. 2016(21)
1556,XS1523109350,Chengdu Xingch.Inv.Grp Co.Ltd. DL-Notes 2016(21)
1557,XS1522927752,CMBLEMTN 1 Ltd. DL-Medium-Term Notes 2016(21)
1558,XS1873143561,BMW Finance N.V. EO-Medium-Term Notes 2018(21)
1559,XS1909074491,Yancoal Intl Res.Dev.Co.Ltd. DL-Notes 2018(21)
1560,CH0346828400,Gaz Capital S.A. SF-M.T.LPN 2016(21) GAZPROM
1561,USC10602BB24,Bombardier Inc. DL-Notes 2016(16/21) Reg.S
1562,XS1527737495,Arion Bank hf. EO-Medium-Term Notes 2016(21)
1563,XS1729872652,Ford Motor Credit Co. LLC EO-FLR Med.Term Nts 2017(21)
1564,US375558AU71,Gilead Sciences Inc. DL-Notes 2011(11/21)
1565,US277432AV21,Eastman Chemical Co. DL-Notes 2018(18/21)
1566,US025537AL53,American Electric Power Co.Inc DL-Notes 2018(21) Ser. I
1567,XS0999667263,Telekom Finanzmanagement GmbH EO-Medium-Term Notes 2013(21)
1568,XS1917574755,ABN AMRO Bank N.V. EO-FLR Preferred MTN 2018(21)
1569,XS1917577931,ABN AMRO Bank N.V. EO-Preferred Med.-T.Nts 18(21)
1570,XS1918017259,Jyske Bank A/S EO-Non-Pref. MTN 2018(21)
1571,CH0465044698,Tanner Servi.Financieros S.A. SF-Bonds 2019(21)
1572,XS1917614569,HSBC Holdings PLC EO-FLR Med.-T. Nts 2018(20/21)
1573,US023135AM87,Amazon.com Inc. DL-Notes 2014(14/21)
1574,US032654AL98,Analog Devices Inc. DL-Notes 2016(17/21)
1575,US478160BN30,Johnson &amp; Johnson DL-Notes 2014(14/21)
1576,USP37110AG12,Empresa Nacional del Petr&#243;leo DL-Notes 2011(11/21) Reg.S
1577,CH0136594386,Philip Morris Internat. Inc. SF-Anl. 2011(21)
1578,XS0997941355,"K&amp;S AG 4,125% SNR 06/12/21 EUR1000"
1579,XS1001749107,MICROSOFT CORP 2.125% BDS 06/12/2021 EUR10
1580,XS0715454079,Marks &amp; Spencer PLC LS-Medium-Term Notes 2011(21)
1581,XS1529934801,CETIN Finance B.V. EO-Medium-Term Nts 2016(21)
1582,XS1730911689,BMW Finance N.V. DL-Medium-Term Notes 2017(21)
1583,XS1731858392,ADLER Real Estate AG Anleihe v.2017(2017/2021)
1584,DE000CZ40NM2,Commerzbank AG MTN-IHS S.920 v.18(21)
1585,XS0702140756,Skysea Intl Cap. Management DL-Notes 2011(21)
1586,XS1525358054,CNRC Capital Ltd. EO-Notes 2016(16/21)
1587,XS1523130984,Guangzhou Silk Road Invt Ltd DL-Notes 2016(21)
1588,XS1918007458,Heimstaden Bostad AB EO-Med.-Term Notes 2018(18/21)
1589,XS1148074518,Albemarle Corp. EO-Notes 2014(14/21)
1590,XS1531060025,Knorr-Bremse AG Medium Term Notes v.16(21/21)
1591,US172967LC35,Citigroup Inc. DL-Notes 2016(16/21)
1592,US172967LB51,Citigroup Inc. DL-FLR Notes 2016(21/21)
1593,XS1830992563,Volkswagen Bank GmbH FLR-Med.Term.Nts. v.18(21)
1594,US428236BV43,HP Inc. DL-Notes 2011(11/21)
1595,CH0245865834,National Australia Bank Ltd. SF-Med.-Term Notes 2014(21)
1596,US02665WCP41,American Honda Finance Corp. DL-Medium-Term Nts 2018(18/21)
1597,US3130A0EN63,Federal Home Loan Banks DL-Bonds 2013(21)
1598,XS0717839871,Abu Dhabi National Energy Co. DL-Med.-Term Nts 2011(21)Reg.S
1599,DE000LB1M214,Landesbank Baden-W&#252;rttemberg MTN Serie 790 v.17(21)
1600,CH0323735669,Petr&#243;leos Mexicanos (PEMEX) SF-Medium-Term Notes 2016(21)
1601,XS1431266847,CITIC Ltd. DL-Medium-Term Notes 2016(21)
1602,XS1315188463,BNP Paribas Fortis Funding NK-Medium-Term Notes 2015(21)
1603,USM28368AB04,Dolphin Energy Ltd. DL-Bonds 2012(21) Reg.S
1604,US893830BB42,Transocean Inc. DL-Notes 2011(11/21)
1605,US717081DZ31,Pfizer Inc. DL-Notes 2016(16/21)
1606,US843646AT75,Southern Power Co. DL-Notes 2016(16/21) Ser.2016E
1607,XS0473783891,Orsted A/S EO-Medium-Term Notes 2009(21)
1608,FR0012384634,Publicis Groupe S.A. EO-Obl. 2014(14/21)
1609,XS1334170799,Daimler Intl Finance B.V. LS-Medium Term Notes v.15(21)
1610,XS1428468885,Samvard.Moth.Automot.Sys.Gr.BV DL-Notes 2016(16/21)
1611,DE000HLB2K91,Lb.Hessen-Th&#252;ringen GZ IHS v.16(21)
1612,AU3CB0226090,National Australia Bank Ltd. AD-Medium-Term Notes 2014(21)
1613,XS1751321719,Deutsche Bank AG LS-Med.-Term.Nts v.2018(2021)
1614,XS0993145084,AT &amp; T Inc. EO-Notes 2013(13/21)
1615,XS1586354372,Nederlandse Waterschapsbank NV LS-Medium-Term Notes 2017(21)
1616,US46556MAE21,Itau Unibanco Holding S.A. DL-Med.-Term Nts 2011(21)Reg.S
1617,CH0144873277,Luzerner Kantonalbank AG SF-Anl. 2011(21)
1618,US571748BK77,Marsh &amp; McLennan Cos. Inc. DL-FLR Notes 2019(19/21)
1619,XS1255436005,DH Europe Finance S.a.r.l. EO-Notes 2015(15/22)
1620,US404280BG30,HSBC Holdings PLC DL-FLR Notes 2016(22)
1621,US24422ETL38,John Deere Capital Corp. DL-Medium-Term Nts 2017(22) F
1622,USU2339CCP15,Daimler Finance North Amer.LLC DL-Notes 2017(17/22) Reg.S
1623,US233851CS11,Daimler Finance North Amer.LLC DL-Notes 2017(17/22) 144A
1624,US345397ZM88,Ford Motor Credit Co. LLC DL-Notes 2019(22)
1625,US6325C1CK33,National Australia Bank Ltd. DL-FLR Med-T.Nts 2017(22)Reg.S
1626,US21688AAJ16,Co&#246;p.Rabobank(New York Branch) DL-Med.-Term Nts 2017(22)
1627,US21688AAK88,Co&#246;p.Rabobank(New York Branch) DL-FLR Med.-Term Nts 2017(22)
1628,US63254AAU25,Natl Austr.Bank Ltd. (NY Br.) DL-Medium-Term Notes 2017(22)
1629,US22536PAA93,Credit Agricole S.A. (Ldn Br.) DL-Non-Pref. MTN 2017(22)Reg.S
1630,XS1746107975,UBS AG (London Branch) EO-Medium-Term Notes 18(21/22)
1631,XS1933829324,Toyota Motor Finance (Neth.)BV EO-Medium-Term Notes 2019(22)
1632,US24422EUQ06,John Deere Capital Corp. DL-Medium-Term Nts 2019(22)
1633,XS0728812495,Co&#246;peratieve Rabobank U.A. EO-Medium-Term Notes 2012(22)
1634,US89236TDP75,Toyota Motor Credit Corp. DL-Medium-Term Nts 2017(17/22)
1635,US961214DG53,Westpac Banking Corp. DL-Notes 2017(22)
1636,US961214DH37,Westpac Banking Corp. DL-FLR Notes 2017(22)
1637,US86562MAM29,Sumitomo Mitsui Financ. Group DL-Notes 2017(22)
1638,FI4000292719,Stockmann Oyj Abp EO-Notes 2017(17/22)
1639,US89236TDQ58,Toyota Motor Credit Corp. DL-FLR Med.-Term Nts 17(22)
1640,US89233P5T93,Toyota Motor Credit Corp. DL-Medium-Term Nts 2012(22)
1641,FR0013230737,RCI Banque S.A. EO-Med.-Term Notes 2017(17/22)
1642,US83368TAF57,Soci&#233;t&#233; G&#233;n&#233;rale S.A. DL-Non-Pref. MTN 2017(22)Reg.S
1643,US23636BAS88,Danske Bank AS DL-Non-Pref.MTN 2019(22) Reg.S
1644,USG4673GAB17,Hutchison Whampoa Intl(11)Ltd. DL-Notes 2012(22) Reg.S
1645,XS1144352108,Co&#246;p. Rabobank (Austr. Branch) AD-Medium-Term Notes 2014(22)
1646,XS1548802914,Bque F&#233;d&#233;rative du Cr. Mutuel EO-Medium-Term Notes 2017(22)
1647,XS1550144072,Daimler Intl Finance B.V. LS-Medium Term Notes v.17(22)
1648,USU65478BA30,Nissan Motor Acceptance Corp. DL-Notes 2017(17/22) Reg.S
1649,USU65478BB13,Nissan Motor Acceptance Corp. DL-FLR Notes 2017(22) Reg.S
1650,XS0635033631,BNP Paribas S.A. EO-Medium-Term Notes 2011(22)
1651,US404280AL34,HSBC Holdings PLC DL-Notes 2011(22)
1652,XS1166023777,BNG Bank N.V. EO-Medium-Term Notes 2015(22)
1653,XS1166160173,Santander UK PLC EO-Medium-Term Notes 2015(22)
1654,XS1167308128,ArcelorMittal S.A. EO-Medium-Term Notes 2015(22)
1655,XS1117296381,Mohawk Industries Inc. EO-Notes 2015(15/22)
1656,US37045XBR61,General Motors Financial Co. DL-FLR Notes 2017(22)
1657,US37045XBS45,General Motors Financial Co. DL-Notes 2017(17/22)
1658,XS1910245593,BMW Finance N.V. EO-Medium-Term Notes 2018(22)
1659,US31428XBU90,Fedex Corp. DL-Notes 2019(19/22)
1660,US571903AR49,Marriott International Inc. DL-Notes 2016(16/22) Ser.Q
1661,US58013MEM29,McDonald&#39;s Corp. DL-Medium-Term Nts 2011(11/22)
1662,US03027XAL47,American Tower Corp. DL-Notes 2016(16/22)
1663,US55616XAF42,Macy&#39;s Retail Holdings Inc. DL-Notes 2012(12/22)
1664,FR0013396496,Orange S.A. EO-Medium-Term Nts 2019(19/22)
1665,XS1506396974,Westpac Banking Corp. EO-Medium-Term Nts 2016(22)
1666,XS1548914800,Banco Bilbao Vizcaya Argent. EO-Medium-Term Notes 2017(22)
1667,US71647NAR08,Petrobras Global Finance B.V. DL-Notes 2017(17/22)
1668,FR0013396777,Credit Agricole S.A. (Ldn Br.) EO-FLR Med.-Term Nts 2019(22)
1669,XS0732513972,DNB Bank ASA EO-Medium-Term Notes 2012(22)
1670,FR0011182641,Electricit&#233; de France (E.D.F.) EO-Medium-Term Notes 2012(22)
1671,XS0256171777,German Post. Pens. Sec. 2 PLC EO-Notes 2006(22) Cl.C
1672,XS0999296006,Prologis L.P. EO-Notes 2013(13/22)
1673,XS1110430193,Glencore Finance (Europe) Ltd. EO-Med.-Term Nts 2014(21/22)
1674,XS1111324700,EDP Finance B.V. EO-Medium-Term Notes 2014(22)
1675,XS1346180869,Svenska Handelsbanken AB LS-Medium-Term Notes 2016(22)
1676,XS1518704900,Linde Finance B.V. EO-Medium-Term Notes 2017(22)
1677,XS1551001768,BASF SE DL-MTN v.2017(2022)
1678,XS1531570221,Sumitomo Mitsui Financ. Group EO-Notes 2017(22)
1679,XS1550117342,Nestl&#233; Holdings Inc. DL-Medium-Term Notes 2017(22)
1680,USJ8129EAE89,Takeda Pharmaceutical Co. Ltd. DL-Notes 2017(17/22) Reg.S
