ISIN,NAME
EU000A1G0DH5,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2016(26)
EU000A1G0DJ1,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2016(47)
EU000A1G0DK9,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(22)
EU000A1G0DL7,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(43)
EU000A1G0DM5,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(21)
EU000A1G0DN3,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(56)
EU000A1G0DQ6,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(24)
EU000A1G0DR4,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(27)
EU000A1G0DT0,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(33)
EU000A1G0DV6,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(25)
EU000A1G0DW4,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2017(48)
EU000A1G0EB6,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2019(26)
EU000A1G0EC4,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2019(24)
EU000A1G0EE0,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2019(29)
EU000A1G0EH3,Europ.Fin.Stab.Facility (EFSF) EO-Medium-Term Notes 2020(23)
EU000A1G1Q17,Europäische Union EO-Medium-Term Notes 2012(32)
EU000A1G30R0,Europäische Union EO-Medium-Term Notes 2012(38)
EU000A1G4DN5,Europäische Union EO-Medium-Term Notes 2012(22)
EU000A1G6TV9,Europäische Union EO-Medium-Term Notes 2012(28)
EU000A1GRVV3,Europäische Union EO-Medium-Term Notes 2011(21)
EU000A1GVJX6,Europäische Union EO-Medium-Term Notes 2011(21)
EU000A1GVVF8,Europäische Union EO-Medium-Term Notes 2011(26)
EU000A1GY6W8,Europäische Union EO-Medium-Term Notes 2012(42)
EU000A1HBXS7,Europäische Union EO-Medium-Term Notes 2012(27)
EU000A1U9803,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2013(23)
EU000A1U9811,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2014(21)
EU000A1U9894,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2015(25)
EU000A1U9902,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2015(45)
EU000A1U9910,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2015(20)
EU000A1U9928,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2015(36)
EU000A1U9936,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2015(55)
EU000A1U9944,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2016(26)
EU000A1U9951,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2016(24)
EU000A1U9969,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2016(32)
EU000A1U9977,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2016(42)
EU000A1U9985,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2016(22)
EU000A1Z4BZ0,Europäische Union EO-Medium-Term Notes 2015(20)
EU000A1Z6630,Europäische Union EO-Medium-Term Notes 2015(23)
EU000A1Z99A1,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2017(46)
EU000A1Z99B9,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2017(27)
EU000A1Z99D5,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2018(33)
EU000A1Z99E3,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2018(23)
EU000A1Z99F0,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2018(28)
EU000A1Z99G8,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2018(22)
EU000A1Z99H6,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2019(29)
EU000A1Z99K0,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2020(23)
EU000A1Z99L8,Europäischer Stabilitäts.(ESM) EO-Medium-Term Notes 2020(30)
EU000A1ZE225,Europäische Union EO-Medium-Term Notes 2014(24)
EU000A1ZR7H3,Europäische Union EO-Medium-Term Notes 2014(29)
EU000A28X702,Europäische Union EO-Medium-Term Notes 2020(35)
EU000A2R4FY3,Europäische Union EO-Medium-Term Notes 2019(35)
FI4000006176,"Finnland, Republik EO-Bonds 2009(25)"
FI4000020961,"Finnland, Republik EO-Notes 2011(21)"
FI4000037635,"Finnland, Republik EO-Bonds 2012(2028)"
FI4000046545,"Finnland, Republik EO-Bonds 2012(2042)"
FI4000047089,"Finnland, Republik EO-Bonds 2012(2022)"
FI4000062625,"Finnland, Republik EO-Med.-Term Notes 2013(23)"
FI4000079041,"Finnland, Republik EO-Bonds 2014(2024)"
FI4000106117,"Finnland, Republik EO-Bonds 2014(20)"
FI4000148630,"Finnland, Republik EO-Bonds 2015(31)"
FI4000148671,Neste Oyj EO-Notes 2015(21/22)
FI4000167317,"Finnland, Republik EO-Bonds 2015(25)"
FI4000197959,"Finnland, Republik EO-Bonds 2016(26)"
FI4000219787,"Finnland, Republik EO-Bonds 2016(23)"
FI4000242862,"Finnland, Republik EO-Bonds 2017(22)"
FI4000242870,"Finnland, Republik EO-Bonds 2017(47)"
FI4000251756,Finnair Oyj EO-Notes 2017(17/22)
FI4000261201,Neste Oyj EO-Notes 2017(24/24)
FI4000261235,Ahlstrom-Munksjö Oyj EO-Notes 2017(17/22)
FI4000278536,HKScan Oyj EO-Notes 2017(22/22)
FI4000278551,"Finnland, Republik EO-Bonds 2017(27)"
FI4000282629,Metsä Board Oyj EO-Notes 2017(17/27)
FI4000369467,"Finnland, Republik EO-Bonds 2019(29)"
FI4000375092,Suomen Hypoteekkiyhdistys EO-Med.-Term Cov. Bds 2019(26)
FI4000415153,"Finnland, Republik EO-Bonds 2020(36)"
FR0000186413,Frankreich EO-Infl.Index-Lkd OAT 1999(29)
FR0000187635,Frankreich EO-OAT 2001(32)
FR0000471930,Orange S.A. EO-Medium-Term Notes 2003(33)
FR0000475758,GIE ENGIE Alliance EO-Medium-Term-Notes 2003(23)
FR0000486763,Cie de Financement Foncier LS-Obl.Foncières MTN 2001(27)
FR0000487225,Cie de Financement Foncier EO-Obl.Foncières MTN 2001(21)
FR0000571085,Frankreich EO-OAT 1992(23) April
FR0000571150,Frankreich EO-OAT 1994(25)
FR0000571218,Frankreich EO-OAT 1997(29)
FR0010014845,Gie PSA Tresorerie EO-Notes 2003(33)
FR0010050559,Frankreich EO-Infl.Index-Lkd OAT 2004(20)
FR0010070060,Frankreich EO-OAT 2004(35)
FR0010171975,Frankreich EO-OAT 2005(55)
FR0010192997,Frankreich EO-OAT 2005(21)
FR0010198036,Cais. d'Amort.de la Dette Soc. EO-Obl. 2005(20)
FR0010212852,Bouygues S.A. EO-Obl. 2005(20)
FR0010261396,Veolia Environnement S.A. EO-Med.-Term Nts 2005(20)
FR0010292169,Cie de Financement Foncier EO-Med.-T.Obl.Fonc.06(55)
FR0010327007,Compagnie Fin. Ind. Autoroutes EO-Obl. 2006(21)
FR0010347989,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2006(21)
FR0010371401,Frankreich EO-OAT 2006(38)
FR0010447367,Frankreich EO-Infl.Index-Lkd OAT 2007(40)
FR0010466938,Frankreich EO-OAT 2007(23)
FR0010474239,Veolia Environnement S.A. EO-Med.-Term Nts 2007(22)
FR0010585901,Frankreich EO-Infl.Index-Lkd OAT 2008(23)
FR0010709451,Engie S.A. EO-Medium-Term Notes 2009(21)
FR0010758599,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 09(21)
FR0010762039,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 09(21)
FR0010773192,Frankreich EO-OAT 2009(41)
FR0010775486,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 09(24)
FR0010780528,Suez S.A. EO-Medium-Term Notes 2009(24)
FR0010800540,Electricité de France (E.D.F.) EO-Medium-Term Notes 2009(24)
FR0010804500,Orano S.A. EO-Medium-Term Bonds 2009(24)
FR0010850982,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Fonc. 2010(22)
FR0010855155,Société Générale SCF EO-Med.-Term Obl.Fonc.2010(22)
FR0010870956,Frankreich EO-OAT 2010(60)
FR0010891317,Electricité de France (E.D.F.) EO-Medium-Term Notes 2010(30)
FR0010899765,Frankreich EO-Infl.Index-Lkd OAT 2010(22)
FR0010913178,RTE Réseau de Transp.d'Electr. EO-Medium-Term Notes 2010(22)
FR0010913749,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 10(25)
FR0010913780,Suez S.A. EO-Medium-Term Notes 2010(22)
FR0010915660,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2010(21)
FR0010916924,Frankreich EO-OAT 2010(26)
FR0010918490,Veolia Environnement S.A. EO-Medium-Term Notes 2010(21)
FR0010920900,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2010(25)
FR0010922534,Schneider Electric SE EO-Medium-Term Notes 2010(20)
FR0010939207,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2010(20)
FR0010941484,CNP Assurances S.A. EO-FLR Notes 2010(20/40)
FR0010941690,Orano S.A. EO-Medium-Term Notes 2010(21)
FR0010945451,Caisse Refinancement l'Habitat EO-Covered Bonds 2010(22)
FR0010945964,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 10(20)
FR0010949651,Frankreich EO-OAT 2010(20)
FR0010952770,Engie S.A. EO-Medium-Term Notes 2010(22)
FR0010957670,AXA Bank Europe SCF EO-Med.-Term Obl.Fonc.2010(20)
FR0010960070,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 10(20)
FR0010961540,Electricité de France (E.D.F.) EO-Medium-Term Notes 2010(25)
FR0010961581,Electricité de France (E.D.F.) EO-Medium-Term Notes 2010(40)
FR0010967216,Danone S.A. EO-Medium-Term Notes 2010(20)
FR0010969410,La Banque Postale EO-Medium-Term Notes 2010(20)
FR0010988873,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2011(21)
FR0010989087,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2011(21)
FR0010989889,Caisse Refinancement l'Habitat EO-Covered Bonds 2011(21)
FR0010990390,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2011(23)
FR0010998039,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 11(21)
FR0011000231,Crédit Logement EO-Notes 2011(21)
FR0011001098,RTE Réseau de Transp.d'Electr. EO-Medium-Term Notes 2011(21)
FR0011001684,Société Générale SCF EO-Med.-T.Pub.Ob.Fonc.2011(23)
FR0011008705,Frankreich EO-Infl.Index-Lkd OAT 2011(27)
FR0011011188,Caisse Refinancement l'Habitat EO-Covered Bonds 2011(23)
FR0011022094,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2011(21)
FR0011022474,Engie S.A. EO-Med.-Term Notes 2011(2111)
FR0011033125,Arkéa Home Loans SFH S.A. EO-Med.-T.Obl.Fin.Hab.2011(21)
FR0011033851,CNP Assurances S.A. EO-FLR Notes 2011(21/41)
FR0011035575,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 11(21)
FR0011037001,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2011(23)
FR0011048966,Suez S.A. EO-Medium-Term Notes 2011(21)
FR0011052661,"Casino,Guichard-Perrachon S.A. EO-Medium-Term Notes 2011(21)"
FR0011053255,CIF Euromortgage EO-Med.-T.Obl.Foncières 11(22)
FR0011057306,Caisse Refinancement l'Habitat EO-Covered Bonds 2011(22)
FR0011059088,Frankreich EO-OAT 2011(21)
FR0011062595,Crédit Lyonnais S.A. EO-Obl. 2011(21)
FR0011075043,Teréga S.A. EO-Obl. 2011(21)
FR0011075167,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2011(21)
FR0011076439,Aéroports de Paris S.A. EO-Obl. 2011(21)
FR0011108869,Crédit Agricole S.A. EO-Obligations 2011(21)
FR0011108976,Caisse Refinancement l'Habitat EO-Covered Bonds 2011(21)
FR0011109321,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2011(21)
FR0011124635,Arkéa Public Sector SCF EO-M.T.Obl.Fonc.Pu.S.11(21)
FR0011133008,Caisse Refinancement l'Habitat EO-Covered Bonds 2011(23)
FR0011140912,Aéroports de Paris S.A. EO-Obl. 2011(22)
FR0011170091,Crédit Agricole S.A. EO-Obligations 2012(22)
FR0011178946,Caisse Refinancement l'Habitat EO-Covered Bonds 2012(22)
FR0011179852,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2012(22)
FR0011180017,Société Générale SFH S.A. EO-Med.-T.Obl.Fin.Hab.2012(22)
FR0011181171,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 12(22)
FR0011182542,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2012(24)
FR0011182641,Electricité de France (E.D.F.) EO-Medium-Term Notes 2012(22)
FR0011192392,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2012(25)
FR0011193515,Bouygues S.A. EO-Obl. 2012(22)
FR0011196856,Frankreich EO-OAT 2012(22)
FR0011197409,BPCE S.A. EO-Medium-Term Notes 2012(22)
FR0011213453,Caisse Refinancement l'Habitat EO-Covered Bonds 2012(24)
FR0011223205,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2012(22)
FR0011224963,Veolia Environnement S.A. EO-Med.-Term Nts 2012(27)
FR0011225143,Electricité de France (E.D.F.) EO-Medium-Term Notes 2012(27)
FR0011225150,Electricité de France (E.D.F.) LS-Notes 2012(37)
FR0011234921,Legrand S.A. EO-Notes 2012(22)
FR0011261924,Engie S.A. EO-Medium-Term Notes 2012(23)
FR0011266527,Aéroports de Paris S.A. EO-Obl. 2012(24)
FR0011280056,BPCE S.A. EO-Medium-Term Notes 2012(23)
FR0011289230,Engie S.A. EO-Medium-Term Notes 2012(22)
FR0011317783,Frankreich EO-OAT 2012(27)
FR0011318658,Electricité de France (E.D.F.) EO-Medium-Term Notes 2012(23)
FR0011332196,Bouygues S.A. EO-Bonds 2012(23)
FR0011333186,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2012(22)
FR0011337880,Frankreich EO-OAT 2011(22)
FR0011339746,Eutelsat S.A. EO-Notes 2012(22)
FR0011344076,Air Liquide Finance EO-Medium-Term Notes 2012(21)
FR0011347046,Frankreich EO-Infl.Index-Lkd OAT 2012(21)
FR0011356997,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 12(22)
FR0011360478,La Poste EO-Medium-Term Notes 2012(24)
FR0011372622,Auchan Holding S.A. EO-Medium-Term Notes 2012(22)
FR0011388339,Caisse Refinancement l'Habitat EO-Covered Bonds 2013(25)
FR0011390921,BPCE S.A. EO-Medium-Term Notes 2013(24)
FR0011394907,Autoroutes du Sud de la France EO-Medium-Term Nts.2013(13/23)
FR0011400571,"Casino,Guichard-Perrachon S.A. EO-Medium-Term Notes 2013(23)"
FR0011427848,Frankreich EO-Infl.Index-Lkd OAT 2013(24)
FR0011439785,SAGESS-Soc.An.d.Gest.St.d.Sec. EO-Bonds 2013(25)
FR0011439835,Air Liquide-SA Ét.Expl.P.G.Cl. EO-Medium-Term Notes 2013(23)
FR0011461037,Frankreich EO-OAT 2013(45)
FR0011462571,Auchan Holding S.A. EO-Medium-Term Notes 2013(23)
FR0011462746,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2013(23)
FR0011470764,HSBC SFH (France) EO-Med.-T.Obl.Fin.Hab.2013(23)
FR0011486067,Frankreich EO-OAT 2013(23)
FR0011502814,Gecina S.A. EO-Medium Term-Notes 2013(23)
FR0011509488,Aéroports de Paris S.A. EO-Obl. 2013(13/28)
FR0011521319,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2013(24)
FR0011527241,Danone S.A. EO-Medium-Term Nts.2013(13/23)
FR0011530492,Arkéa Home Loans SFH S.A. EO-Med.-T.Obl.Fin.Hab.2013(23)
FR0011535764,Kering S.A. EO-Medium-Term Notes 2013(20)
FR0011536093,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 13(20)
FR0011538222,BPCE S.A. EO-Obl. 2013(23)
FR0011560077,Orange S.A. EO-Med.-Term Notes 2013(13/24)
FR0011560986,Orano S.A. EO-Medium-Term Notes 2013(20)
FR0011561000,Schneider Electric SE EO-Medium-Term Notes 2013(21)
FR0011564962,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2013(23)
FR0011565555,RTE Réseau de Transp.d'Electr. EO-Medium-Term Notes 2013(23)
FR0011565738,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2013(20)
FR0011565985,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2013(20)
FR0011577188,Icade S.A. EO-Obl. 2013(13/23)
FR0011580588,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 13(28)
FR0011585215,Suez S.A. EO-Med.-Term Nts 2013(13/23)
FR0011592096,bioMerieux EO-Obl. 2013(13/20)
FR0011600923,HSBC SFH (France) EO-Med.-T.Obl.Fin.Hab.2013(20)
FR0011615699,Eramet S.A. EO-Obl. 2013(13/20)
FR0011619436,Frankreich EO-OAT 2013(24)
FR0011625409,Danone S.A. EO-Med.-Term Notes 2013(13/21)
FR0011625433,Sanofi S.A. EO-Medium-Term Nts 2013(13/23)
FR0011625441,LVMH Moët Henn. L. Vuitton SE EO-Med.Term Notes 2013(13/20)
FR0011637586,Electricité de France (E.D.F.) EO-Medium-Term Notes 2013(21)
FR0011637743,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2013(23)
FR0011644392,Société Générale SFH S.A. EO-Med.-T.Obl.Fin.Hab.2013(21)
FR0011651389,Arkema S.A. EO-Med.-Term Notes 2013(13/23)
FR0011654771,Bpifrance Financement S.A. EO-Medium-Term Nts 2013(24)
FR0011659366,Crédit Agricole S.A. EO-Bonds 2014(24)
FR0011686401,Caisse Francaise d.Financ.Loc. EO-Med.-T.Obl.Foncières 14(24)
FR0011688464,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2014(24)
FR0011689033,Valéo S.A. EO-Medium-Term Notes 2014(24)
FR0011689579,BPCE S.A. EO-Medium-Term Notes 2014(24)
FR0011694033,Autoroutes du Sud de la France EO-Med.-Term Notes 2014(14/24)
FR0011703776,Bureau Veritas SA EO-Notes 2014(21)
FR0011731876,ACCOR S.A. EO-Bonds 2014(14/21)
FR0011755156,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2014(24)
FR0011765825,"Casino,Guichard-Perrachon S.A. EO-Med.-Term Notes 2014(14/24)"
FR0011769090,Renault S.A. EO-Medium-Term Notes 2014(21)
FR0011781764,BPCE S.A. EO-Medium-Term Notes 2014(21)
FR0011791391,Orano S.A. EO-Med.-T. Notes 2014(14/23)
FR0011801596,Rallye S.A. EO-Med.-Term-Notes 2014(21/21)
FR0011805803,Coface S.A. EO-Notes 2014(24)
FR0011832039,Kering S.A. EO-Medium-Term Notes 2014(24)
FR0011842913,EssilorLuxottica S.A. EO-Medium-Term Nts 2014(14/24)
FR0011842939,EssilorLuxottica S.A. EO-Medium-Term Nts 2014(14/21)
FR0011847425,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2014(21)
FR0011847714,Icade S.A. EO-Obl. 2014(14/21)
FR0011855865,La Banque Postale EO-FLR Med.-T. Nts 2014(21/26)
FR0011858323,"Île de France, Région EO-Medium-Term Notes 2014(26)"
FR0011859396,Auchan Holding S.A. EO-Medium-Term Notes 2014(21)
FR0011859495,Société Générale SFH S.A. EO-Med.-T.Obl.Fin.Hab.2014(24)
FR0011883966,Frankreich EO-OAT 2014(30)
FR0011885722,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 14(24)
FR0011911247,Engie S.A. EO-Medium-Term Notes 2014(26)
FR0011912872,Ingenico Group S.A. EO-Obl. 2014(14/21)
FR0011921881,Vilmorin & Cie S.A. EO-Obl. 2014(14/21)
FR0011949403,CNP Assurances S.A. EO-FLR Notes 2014(25/45)
FR0011951771,Air Liquide Finance EO-Med.-Term Notes 2014(14/24)
FR0011962398,Frankreich EO-OAT 2014(24)
FR0011982776,Frankreich EO-Infl.Index-Lkd OAT 2014(30)
FR0011991306,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2014(24)
FR0011991488,RTE Réseau de Transp.d'Electr. EO-Medium-Term Notes 2014(29)
FR0011993120,Neopost S.A. EO-Obl. 2014(14/21)
FR0011993518,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2014(24)
FR0012018851,BPCE S.A. EO-FLR Bonds 2014(21/26)
FR0012059202,Gecina S.A. EO-Med.Term-Notes 2014(14/21)
FR0012074284,"Casino,Guichard-Perrachon S.A. EO-Med.-Term Notes 2014(14/26)"
FR0012143451,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2014(22)
FR0012146777,Sanofi S.A. EO-Medium-Term Nts 2014(14/22)
FR0012146801,Sanofi S.A. EO-Medium-Term Nts 2014(14/26)
FR0012159812,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2014(24)
FR0012173706,LVMH Moët Henn. L. Vuitton SE EO-Med.Term Notes 2014(14/21)
FR0012173862,Pernod-Ricard S.A. EO-Bonds 2014(14/24)
FR0012188456,Vallourec S.A. EO-Obl. 2014(24)
FR0012199008,Kering S.A. EO-Medium-Term Notes 2014(21)
FR0012199065,RTE Réseau de Transp.d'Electr. EO-Medium-Term Nts 2014(14/24)
FR0012199081,RTE Réseau de Transp.d'Electr. EO-Med. Term Notes 2014(14/34)
FR0012206993,Aéroports de Paris S.A. EO-Obl. 2014(14/25)
FR0012236669,Indigo Group S.A.S. EO-Obl. 2014(14/25)
FR0012243814,Bpifrance Financement S.A. EO-Medium-Term Nts 2014(21)
FR0012283653,Klépierre S.A. EO-Med.-Term Notes 2014(24/24)
FR0012299394,Cie de Financement Foncier EO-Med.-T.Obl.Fonc.2014(21)
FR0012300754,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2014(24)
FR0012300812,APRR EO-Medium-Term Nts 2014(14/25)
FR0012300820,APRR EO-Medium-Term Nts 2014(14/21)
FR0012304459,Crédit Agricole S.A. EO-Obligations 2014(24)
FR0012332203,Mercialys EO-Bonds 2014(14/23)
FR0012332450,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2014(22)
FR0012346856,Société Foncière Lyonnaise SA EO-Obl. 2014(14/21)
FR0012369122,"Casino,Guichard-Perrachon S.A. EO-Med.-Term Notes 2014(14/25)"
FR0012370872,IMERYS S.A. EO-Med.-Term Notes 2014(14/24)
FR0012432912,Danone S.A. EO-Med.-Term Notes 2015(15/25)
FR0012447696,Cie de Financement Foncier EO-Med.-T.Obl.Fonc.2015(25)
FR0012448025,Gecina S.A. EO-Med.Term-Notes 2015(15/25)
FR0012452217,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2015(22)
FR0012467942,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2015(35)
FR0012467991,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2015(23)
FR0012516417,Wendel SE EO-Bonds 2015(15/27)
FR0012517027,Frankreich EO-OAT 2015(25)
FR0012518926,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2015(22)
FR0012558310,Frankreich EO-Infl.Index-Lkd OAT 2015(25)
FR0012599892,Edenred S.A. EO-Notes 2015(15/25)
FR0012602761,Engie S.A. EO-Med.-Term Notes 2015(15/26)
FR0012648244,Kering S.A. EO-Med.-Term Notes 2015(15/22)
FR0012649333,Agence France Locale EO-Medium-Term Notes 2015(22)
FR0012663169,Veolia Environnement S.A. EO-Med.-Term Nts 2015(15/28)
FR0012674661,Klépierre S.A. EO-Med.-Term Notes 2015(15/23)
FR0012682060,Bpifrance Financement S.A. EO-Medium-Term Nts 2015(25)
FR0012685691,"Île de France, Région EO-Medium-Term Notes 2015(27)"
FR0012686087,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2015(22)
FR0012716371,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2015(25)
FR0012737963,Crédit Agricole S.A. EO-Obligations 2015(25)
FR0012758985,La Poste EO-Medium-Term Notes 2015(25)
FR0012759744,RCI Banque S.A. EO-Med.-Term Notes 2015(15/22)
FR0012766889,Air Liquide Finance EO-Med.-Term Notes 2015(15/25)
FR0012790327,Gecina S.A. EO-Med.Term-Notes 2015(15/24)
FR0012801512,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 15(25)
FR0012821940,Capgemini SE EO-Notes 2015(15/23)
FR0012861821,Aéroports de Paris S.A. EO-Obl. 2015(15/23)
FR0012870061,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2015(20)
FR0012872174,Bolloré S.A. EO-Obl. 2015(15/21)
FR0012872182,Cais. Ctr. du Crd. Imm. France EO-Medium-Term Notes 2015(20)
FR0012881555,Teréga S.A. EO-Obl. 2015(15/25)
FR0012936656,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2015(21)
FR0012938116,Frankreich EO-OAT 2015(25)
FR0012938959,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 15(23)
FR0012939841,Schneider Electric SE EO-Med.-Term Notes 2015(15/23)
FR0012939882,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2015(25)
FR0012942647,Icade S.A. EO-Obl. 2015(15/22)
FR0012949949,ACCOR S.A. EO-Bonds 2015(15/23)
FR0012969020,Sanofi S.A. EO-Medium-Term Nts 2015(15/21)
FR0012969038,Sanofi S.A. EO-Medium-Term Nts 2015(15/25)
FR0013016631,TDF Infrastruture SAS EO-Obl. 2015(15/22)
FR0013019510,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2015(23)
FR0013020450,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2015(27)
FR0013031614,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 15(20)
FR0013044278,APRR EO-Medium-Term Nts 2015(15/24)
FR0013044294,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2015(21)
FR0013053030,Société Foncière Lyonnaise SA EO-Obl. 2015(15/22)
FR0013053055,RCI Banque S.A. EO-Med.-Term Notes 2015(15/20)
FR0013053329,Soc.Autorout.Nord-l'Est France EO-Obl. 2015(15/26)
FR0013054913,La Banque Postale EO-FLR Med.-T.Notes2015(22/27)
FR0013060209,RTE Réseau de Transp.d'Electr. EO-Medium-Term Nts 2015(15/25)
FR0013063609,Danone S.A. EO-Med.-Term Notes 2015(15/24)
FR0013065117,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2015(26)
FR0013065372,Iliad S.A. EO-Obl. 2015(15/22)
FR0013066388,CNP Assurances S.A. EO-FLR Notes 2015(27/47)
FR0013066669,Havas S.A. EO-Obl. 2015(15/20)
FR0013066743,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2015(23)
FR0013067170,BPCE S.A. EO-Medium-Term Notes 2015(22)
FR0013067196,SCOR SE EO-FLR Notes 2015(26/46)
